"sgRNA"	"Gene"	"exp_mock_1"	"exp_mock_2"	"exp_rcVSV_1"	"exp_rcVSV_2"	"exp_hku5_1"	"exp_hku5_2"	"exp_sars2_1"	"exp_sars2_2"	"exp_mers_1"	"exp_mers_2"	"exp_t1015n_1"	"exp_t1015n_2"	"exp_emcv_1"	"exp_emcv_2"	"exp_iav_1"
"EIF3E_3"	"EIF3E"	1864	1805	4378	2365	2052	1814	1947	2092	8528	3772	4648	5793	1168	1244	1163
"EIF3E_4"	"EIF3E"	397	344	567	446	322	304	446	343	445	171	150	245	11	405	46
"EIF3E_5"	"EIF3E"	219	419	838	302	244	305	286	233	1065	600	257	1420	3	40	26
"EIF3E_7"	"EIF3E"	2523	2575	6743	4738	3097	3401	4133	4273	11150	3647	2836	5487	606	1243	320
"EIF3F_14"	"EIF3F"	477	560	513	449	372	353	366	357	921	169	433	654	8	73	131
"EIF3F_19"	"EIF3F"	506	355	614	552	528	357	380	552	319	65	101	89	490	96	184
"EIF3F_20"	"EIF3F"	249	264	131	99	35	93	108	67	355	138	413	413	558	454	790
"EIF3F_3"	"EIF3F"	240	240	263	164	198	117	295	242	101	97	224	77	0	22	18
"EIF3F_5"	"EIF3F"	45	28	12	17	3	0	3	2	0	0	0	0	0	0	0
"EIF3F_8"	"EIF3F"	1347	1357	3571	2089	1790	1681	1567	1822	4083	1750	1655	3013	626	958	299
"EIF3G_13"	"EIF3G"	65	72	119	56	26	63	82	52	118	118	44	155	26	9	6
"EIF3G_2"	"EIF3G"	46	24	67	69	8	31	33	88	18	8	110	279	0	0	13
"EIF3G_4"	"EIF3G"	55	32	8	0	15	13	9	0	20	4	36	0	325	78	0
"EIF3G_6"	"EIF3G"	126	166	115	130	145	96	71	80	503	23	38	588	42	50	57
"EIF3G_7"	"EIF3G"	626	866	1239	782	626	444	520	660	1047	977	354	625	83	122	181
"EIF3G_8"	"EIF3G"	501	479	1107	487	457	555	508	535	986	367	1119	777	32	318	34
"EIF3H_1"	"EIF3H"	57	95	32	64	24	21	31	54	99	20	54	29	0	0	0
"EIF3H_10"	"EIF3H"	275	266	122	124	78	142	151	187	175	61	74	81	0	336	556
"EIF3H_11"	"EIF3H"	157	214	487	165	184	210	347	341	373	85	365	208	3	23	0
"EIF3H_3"	"EIF3H"	121	95	51	51	25	21	73	47	86	32	64	224	1	0	52
"EIF3H_8"	"EIF3H"	1452	1444	4659	2931	1653	1805	3302	3446	2138	445	530	906	1109	936	996
"EIF3H_9"	"EIF3H"	494	490	335	621	259	452	401	434	460	614	904	332	28	38	163
"EIF3I_1"	"EIF3I"	234	164	143	79	88	100	87	48	99	21	78	0	34	21	51
"EIF3I_2"	"EIF3I"	100	151	169	107	68	79	99	58	35	46	0	87	1	28	3
"EIF3I_5"	"EIF3I"	233	220	455	254	257	363	156	233	833	720	532	1065	2	37	49
"EIF3I_6"	"EIF3I"	414	544	522	401	317	338	663	369	1601	156	151	495	21	183	78
"EIF3I_7"	"EIF3I"	232	213	37	38	14	71	58	57	110	35	14	338	466	217	0
"EIF3I_9"	"EIF3I"	572	445	1325	1111	554	509	506	451	1000	516	389	1153	2	112	371
"EIF3J_2"	"EIF3J"	431	462	749	549	476	590	323	346	3109	939	897	1023	101	115	100
"EIF3J_3"	"EIF3J"	519	575	437	194	223	222	341	230	460	277	136	739	148	1020	385
"EIF3J_4"	"EIF3J"	434	462	1456	851	514	754	624	746	1032	323	592	1405	13	209	3
"EIF3J_6"	"EIF3J"	139	168	65	92	58	45	77	50	594	462	213	698	20	357	521
"EIF3J_8"	"EIF3J"	423	481	760	365	373	204	470	402	1034	220	79	400	8	241	374
"EIF3J_9"	"EIF3J"	712	1005	2448	1676	800	1109	1327	1324	3293	1924	1248	1183	1394	315	87
"EIF3L_2"	"EIF3L"	544	484	559	196	180	388	258	172	1068	540	430	474	7	45	12
"EIF3L_3"	"EIF3L"	726	707	323	205	203	172	185	215	1011	321	350	739	0	147	44
"EIF3L_4"	"EIF3L"	1918	1894	3778	2369	1126	1529	1949	1731	1437	994	1258	2462	617	929	490
"EIF3L_5"	"EIF3L"	734	550	720	387	423	405	299	219	1383	114	116	529	48	140	32
"EIF3L_6"	"EIF3L"	1529	1217	1352	896	676	713	684	595	478	820	435	483	1994	763	630
"EIF3L_9"	"EIF3L"	242	318	277	229	224	210	253	311	406	112	66	178	211	115	109
"EIF3M_1"	"EIF3M"	442	527	357	476	436	460	223	397	902	509	290	294	10	390	211
"EIF3M_17"	"EIF3M"	265	239	342	106	95	65	121	134	436	333	291	462	856	943	50
"EIF3M_6"	"EIF3M"	327	349	168	251	219	229	210	197	330	80	138	31	47	139	568
"EIF3M_7"	"EIF3M"	599	550	642	407	285	383	432	552	3688	1272	3426	3366	241	635	524
"EIF3M_8"	"EIF3M"	217	159	286	78	68	156	94	115	33	10	62	204	307	130	0
"EIF3M_9"	"EIF3M"	882	895	1600	1310	882	906	1140	1152	3361	1572	952	762	674	736	381
"EIF4A1_1"	"EIF4A1"	1576	1460	2543	1638	1127	994	1429	1241	1545	472	557	1007	1620	435	1849
"EIF4A1_12"	"EIF4A1"	360	321	493	495	278	356	314	582	124	468	149	522	15	51	210
"EIF4A1_14"	"EIF4A1"	298	461	307	189	166	235	81	94	582	492	464	81	238	103	136
"EIF4A1_16"	"EIF4A1"	44	64	40	50	7	35	95	42	194	0	16	1	0	0	0
"EIF4A1_18"	"EIF4A1"	155	232	275	60	111	134	58	64	650	171	0	10	0	42	30
"EIF4A1_3"	"EIF4A1"	476	587	562	917	420	592	629	441	2588	703	1205	1500	1	177	308
"EIF4A2_12"	"EIF4A2"	1316	1527	2394	1622	1085	1273	1661	1707	3037	1571	2519	3151	183	674	1139
"EIF4A2_14"	"EIF4A2"	303	250	343	99	84	98	188	155	566	108	148	442	42	465	7
"EIF4A2_3"	"EIF4A2"	1942	1769	2298	1858	1413	1685	1647	1755	2945	1511	1199	1493	1172	1461	2303
"EIF4A2_4"	"EIF4A2"	1646	1659	2222	1122	666	782	1119	822	572	441	431	332	2753	2720	2315
"EIF4A2_5"	"EIF4A2"	2661	3332	4952	3659	2392	3026	2885	3356	13409	6401	4867	9073	1637	3149	2677
"EIF4A2_9"	"EIF4A2"	2457	2764	4536	3888	1778	2375	2180	2599	3413	2285	2757	2481	2410	2336	1353
"EIF4A3_4"	"EIF4A3"	273	263	731	270	195	258	331	304	338	182	346	690	162	65	9
"EIF4A3_5"	"EIF4A3"	998	1169	2124	1508	1089	1127	1082	1123	1998	1109	586	927	74	238	230
"EIF4A3_6"	"EIF4A3"	180	206	134	30	33	106	25	49	101	153	50	45	465	442	0
"EIF4A3_7"	"EIF4A3"	1606	1811	2647	1325	950	1421	1927	1863	3550	1351	1486	1571	168	452	489
"EIF4A3_8"	"EIF4A3"	58	68	41	33	45	6	17	16	16	4	298	212	124	137	69
"EIF4A3_9"	"EIF4A3"	540	682	832	566	477	552	235	218	392	82	45	34	2857	314	685
"EIF4B_11"	"EIF4B"	1144	1091	2399	1450	1041	1095	940	1017	7318	4160	2634	4819	7	393	595
"EIF4B_2"	"EIF4B"	879	1047	1074	619	515	657	867	884	1029	918	559	1140	15	244	102
"EIF4B_5"	"EIF4B"	1198	1155	2043	1981	903	1122	1487	1567	1561	534	561	754	121	580	100
"EIF4B_6"	"EIF4B"	773	678	604	393	251	288	363	382	871	474	293	470	1072	838	102
"EIF4B_7"	"EIF4B"	745	690	267	313	185	150	271	149	1025	366	181	386	613	367	394
"EIF4B_8"	"EIF4B"	1608	1925	4169	2150	2037	2513	2025	2128	5573	2003	1869	2908	2490	1475	469
"EIF4E_1"	"EIF4E"	692	657	862	665	323	467	173	275	109	116	36	98	4	293	311
"EIF4E_2"	"EIF4E"	1524	1653	1754	1028	905	877	1349	1272	1810	543	401	839	260	357	266
"EIF4E_3"	"EIF4E"	147	153	120	72	74	58	23	33	45	3	31	0	4	131	0
"EIF4E_5"	"EIF4E"	224	218	142	53	18	134	22	49	216	262	37	78	69	446	128
"EIF4E_6"	"EIF4E"	1194	1274	3118	1653	1433	1771	1547	1404	5999	1856	1373	1912	188	326	818
"EIF4E_7"	"EIF4E"	158	197	29	42	22	16	42	40	73	25	0	0	51	193	551
"EIF4G1_3"	"EIF4G1"	253	359	462	275	288	285	500	335	617	125	189	114	12	131	860
"EIF4G1_4"	"EIF4G1"	459	411	407	303	152	187	193	195	48	86	31	40	207	127	316
"EIF4G1_5"	"EIF4G1"	338	435	166	506	247	264	130	165	53	106	147	1984	603	364	763
"EIF4G1_7"	"EIF4G1"	192	295	417	263	66	63	115	176	41	74	88	57	541	489	199
"EIF4G1_8"	"EIF4G1"	366	319	187	96	114	86	285	221	348	346	345	179	7	117	165
"EIF4G1_9"	"EIF4G1"	709	946	1396	904	499	745	709	649	1541	1131	1770	1439	980	333	193
"EIF4G3_11"	"EIF4G3"	688	722	691	285	265	221	265	439	256	232	298	490	993	368	666
"EIF4G3_3"	"EIF4G3"	1063	1188	858	568	447	450	368	401	1104	905	726	1665	1370	1157	275
"EIF4G3_4"	"EIF4G3"	1511	1924	2172	1054	878	908	961	959	2535	1170	1117	1774	984	894	613
"EIF4G3_5"	"EIF4G3"	2448	2645	2162	1015	820	1033	1638	1238	2398	1337	810	2691	2131	2806	2868
"EIF4G3_7"	"EIF4G3"	1263	1401	1070	591	427	650	1000	716	2288	938	915	2280	8420	2302	2021
"EIF4G3_8"	"EIF4G3"	1738	1784	1330	991	607	611	403	343	1063	375	532	593	2390	5159	2602
"EIF4H_3"	"EIF4H"	2130	2459	1346	1049	870	924	1222	818	6586	6081	3436	7699	798	2162	2724
"EIF4H_4"	"EIF4H"	1213	1217	1321	1064	806	637	720	606	302	193	159	171	384	1207	110
"EIF4H_5"	"EIF4H"	863	843	731	375	282	226	235	259	1044	545	669	963	1007	1145	238
"EIF4H_6"	"EIF4H"	489	390	422	181	323	389	92	140	208	374	15	459	313	1115	456
"EIF4H_8"	"EIF4H"	1218	1566	2240	1540	1074	1115	1338	1215	3148	1462	1603	2760	787	1719	409
"EIF4H_9"	"EIF4H"	301	404	128	108	148	113	134	114	63	55	211	110	943	553	994
"EIF5_11"	"EIF5"	54	17	0	42	2	13	0	8	0	22	0	15	0	0	0
"EIF5_13"	"EIF5"	281	200	250	122	99	122	139	223	604	203	59	227	4	51	232
"EIF5_2"	"EIF5"	57	53	21	39	56	9	0	0	54	37	0	0	0	22	1
"EIF5_3"	"EIF5"	78	35	29	17	48	46	63	104	23	44	0	0	4	9	0
"EIF5_4"	"EIF5"	77	111	53	40	27	11	48	32	198	182	1	74	0	0	7
"EIF5_8"	"EIF5"	534	448	541	314	177	358	330	370	532	129	297	406	153	484	201
"EIF5A_1"	"EIF5A"	96	150	178	132	99	106	85	55	95	57	13	115	8	284	0
"EIF5A_2"	"EIF5A"	145	121	39	25	11	37	57	73	52	109	164	140	579	118	71
"EIF5A_3"	"EIF5A"	287	352	300	198	266	220	209	259	172	38	175	90	32	48	0
"EIF5A_5"	"EIF5A"	886	1086	1195	855	554	515	236	351	612	344	285	263	841	396	419
"EIF5A_6"	"EIF5A"	1070	1002	2089	1623	1146	1262	1231	1118	3898	3364	2496	3166	2141	769	934
"EIF5A_8"	"EIF5A"	576	701	338	197	156	156	157	205	324	135	165	145	448	588	203
"EIF5B_11"	"EIF5B"	200	195	934	601	269	433	563	466	32	66	21	101	1	30	16
"EIF5B_2"	"EIF5B"	158	239	339	227	148	195	275	198	1358	503	532	164	34	67	50
"EIF5B_4"	"EIF5B"	1652	1609	2053	1402	771	1050	1305	1220	3326	1408	999	1831	1022	769	1310
"EIF5B_6"	"EIF5B"	83	44	13	30	17	12	4	10	69	102	51	36	4	197	208
"EIF5B_8"	"EIF5B"	473	530	504	191	253	177	362	453	270	137	509	383	145	956	801
"EIF5B_9"	"EIF5B"	767	837	757	680	622	641	731	814	1190	238	415	580	324	791	399
"EIF6_1"	"EIF6"	418	296	245	121	110	132	69	130	77	41	17	198	5	204	0
"EIF6_10"	"EIF6"	91	242	228	252	216	312	212	414	236	106	27	329	1	10	4
"EIF6_3"	"EIF6"	281	195	212	218	238	146	106	88	1195	82	47	551	325	248	144
"EIF6_7"	"EIF6"	282	232	164	153	84	137	181	141	27	16	113	142	3	172	15
"EIF6_8"	"EIF6"	168	229	208	188	247	108	65	157	389	532	311	163	82	41	0
"EIF6_9"	"EIF6"	327	460	384	289	204	159	205	174	185	100	52	168	461	88	7
"ELAVL1_11"	"ELAVL1"	178	206	69	103	18	91	12	66	296	11	23	23	375	281	154
"ELAVL1_12"	"ELAVL1"	186	199	264	146	110	107	51	82	112	17	65	16	7	100	49
"ELAVL1_2"	"ELAVL1"	121	78	20	19	18	64	32	40	0	0	10	0	0	0	0
"ELAVL1_5"	"ELAVL1"	41	64	63	70	31	82	50	44	0	14	41	180	394	244	0
"ELAVL1_6"	"ELAVL1"	371	523	1036	507	476	342	602	842	250	423	210	401	7	217	42
"ELAVL1_8"	"ELAVL1"	1386	1320	1110	698	541	551	597	493	1140	322	273	712	988	1843	957
"ELMOD2_1"	"ELMOD2"	1236	1209	1379	775	936	825	694	817	2786	669	1416	894	318	1656	1035
"ELMOD2_3"	"ELMOD2"	1519	1715	2854	1547	1250	1688	1658	2123	4368	1516	1999	1697	1006	2421	1144
"ELMOD2_4"	"ELMOD2"	1999	1947	749	628	639	641	537	503	4333	1606	1238	1212	2517	5154	5119
"ELMOD2_5"	"ELMOD2"	1769	1881	2033	1067	662	855	553	545	5162	2367	1227	3077	837	1087	1668
"ELMOD2_7"	"ELMOD2"	972	814	985	457	269	377	326	517	995	1276	981	476	757	1430	1123
"ELMOD2_9"	"ELMOD2"	1575	1542	2009	1585	1213	999	1427	1501	4150	1969	2578	3846	334	560	188
"ELP1_1"	"ELP1"	1689	1967	2758	1773	924	1187	1550	1578	2036	1077	1566	1476	917	1299	450
"ELP1_2"	"ELP1"	941	1067	1236	629	470	588	612	409	2162	928	868	1034	893	1486	791
"ELP1_3"	"ELP1"	3638	4058	5879	3453	2593	3193	2617	2862	4211	2685	1963	3191	10915	3125	3746
"ELP1_4"	"ELP1"	581	520	925	746	576	671	467	543	1986	858	1035	2048	434	290	165
"ELP1_5"	"ELP1"	478	463	662	462	458	414	449	427	413	147	27	141	95	178	102
"ELP1_6"	"ELP1"	1039	1161	1936	1203	794	689	1511	1017	2329	1270	1019	1742	185	624	272
"EMD_1"	"EMD"	1033	1136	2054	1135	690	838	1165	870	1427	1239	587	1032	735	1616	2308
"EMD_11"	"EMD"	1472	1947	2867	1463	1096	1175	1375	1294	2614	842	1184	2262	812	860	331
"EMD_12"	"EMD"	1515	2286	1745	1144	934	862	1174	1299	5099	1641	2567	2064	72	946	1559
"EMD_13"	"EMD"	811	634	881	573	327	361	579	543	1103	883	639	1116	1286	924	277
"EMD_6"	"EMD"	1557	1525	1890	877	797	978	855	1236	917	739	357	945	718	1528	775
"EMD_9"	"EMD"	963	893	481	536	256	384	289	213	867	423	255	899	1145	2557	1699
"ENO1_1"	"ENO1"	764	1078	1038	687	659	342	701	672	2297	345	578	2119	1270	591	355
"ENO1_11"	"ENO1"	708	729	1234	841	612	535	956	691	492	765	259	351	0	192	1221
"ENO1_12"	"ENO1"	960	1102	929	862	718	542	914	943	2410	427	624	594	2775	1918	1286
"ENO1_3"	"ENO1"	1605	1532	2649	1318	1136	1148	934	945	4657	2383	2088	3035	2569	5112	1466
"ENO1_5"	"ENO1"	1130	1079	2416	1472	827	1134	1524	1785	779	497	787	1036	117	967	613
"ENO1_9"	"ENO1"	1068	1018	1516	1171	756	883	898	952	1713	1061	1553	1366	793	855	16
"ENO3_1"	"ENO3"	2462	2349	2909	2053	1290	1490	1195	1275	2755	1556	1299	2251	4930	2391	1689
"ENO3_10"	"ENO3"	1682	1913	4271	2556	1727	2185	2709	2412	2435	1200	749	1869	1944	872	638
"ENO3_11"	"ENO3"	2721	3390	7137	4604	2849	2992	4800	5481	5285	1760	1676	1694	1559	1862	1975
"ENO3_3"	"ENO3"	2470	3004	4647	3853	2347	3153	2987	3424	7576	5021	4354	5062	1045	1187	6028
"ENO3_7"	"ENO3"	360	439	526	303	237	266	436	244	1315	260	85	294	88	104	127
"ENO3_8"	"ENO3"	4055	4170	6041	4684	3203	3174	4186	4771	6047	2683	2666	6060	5191	5621	4103
"EPPK1_11"	"EPPK1"	465	460	368	207	190	244	223	209	406	500	310	611	117	571	244
"EPPK1_12"	"EPPK1"	2297	2810	6058	4486	3095	3210	3134	2527	9686	4474	3561	7561	4888	1977	3945
"EPPK1_21"	"EPPK1"	855	941	1049	784	458	706	410	469	964	1356	1624	2333	346	650	164
"EPPK1_26"	"EPPK1"	763	686	573	422	345	275	361	306	864	577	288	867	340	745	1171
"EPPK1_8"	"EPPK1"	915	965	964	587	510	702	390	397	2365	1539	2989	2580	797	508	209
"EPPK1_9"	"EPPK1"	618	425	1974	935	557	707	1235	1080	381	49	104	201	1325	827	1521
"EPRS1_1"	"EPRS1"	763	848	667	781	523	408	424	554	226	388	441	444	85	652	2084
"EPRS1_2"	"EPRS1"	493	501	1160	455	461	546	702	703	411	330	534	1654	86	469	492
"EPRS1_3"	"EPRS1"	225	178	135	85	56	52	192	297	76	116	54	193	0	23	0
"EPRS1_4"	"EPRS1"	610	834	1540	1024	655	720	1110	1405	471	477	626	962	76	627	270
"EPRS1_5"	"EPRS1"	821	855	895	433	476	387	496	498	1102	497	636	747	78	592	220
"EPRS1_6"	"EPRS1"	53	111	71	23	21	15	43	39	0	94	22	0	0	11	0
"ERAL1_13"	"ERAL1"	771	908	816	522	496	237	325	441	715	413	541	1297	710	431	263
"ERAL1_14"	"ERAL1"	145	203	157	194	318	90	78	45	76	139	37	23	632	151	145
"ERAL1_17"	"ERAL1"	200	132	211	290	390	123	73	191	59	9	0	26	28	85	15
"ERAL1_6"	"ERAL1"	726	875	1371	725	952	504	530	695	1062	769	801	738	99	330	816
"ERAL1_7"	"ERAL1"	342	436	270	347	445	167	222	159	899	266	182	233	114	603	28
"ERAL1_9"	"ERAL1"	2246	2570	4502	2734	1650	1754	3035	2243	5721	1983	2232	3447	2085	2244	1372
"ERH_1"	"ERH"	308	261	232	229	190	177	112	101	51	30	236	62	798	443	136
"ERH_4"	"ERH"	384	298	177	78	128	208	144	115	160	101	26	616	22	36	139
"ERH_5"	"ERH"	48	16	18	0	2	13	11	26	14	0	33	0	0	0	0
"ERH_6"	"ERH"	159	161	116	92	56	51	75	89	539	26	29	177	0	77	42
"ERH_7"	"ERH"	58	125	80	82	53	9	109	102	84	27	0	42	8	0	26
"ERH_8"	"ERH"	375	308	195	158	85	105	117	61	1222	245	443	170	297	450	163
"ERMP1_10"	"ERMP1"	1112	1025	1066	717	663	582	602	764	1833	858	1098	901	3145	2587	1670
"ERMP1_3"	"ERMP1"	1375	1736	1468	523	366	425	339	503	3565	1517	2341	2486	6831	7556	5364
"ERMP1_5"	"ERMP1"	2861	2772	4687	3033	2182	2648	2782	2122	2769	1576	1329	2222	1785	2225	6339
"ERMP1_6"	"ERMP1"	225	235	123	68	8	54	66	24	568	186	70	20	385	162	106
"ERMP1_8"	"ERMP1"	836	762	1290	719	544	653	727	697	3428	887	1566	1989	43	220	668
"ERP29_1"	"ERP29"	1826	2094	2593	2018	1344	1680	1772	1630	2539	2069	1798	4162	3130	4522	2391
"ERP29_2"	"ERP29"	2332	2335	3212	1846	1344	1623	2007	2045	3222	2219	1387	1707	579	2319	1269
"ERP29_4"	"ERP29"	1753	1926	2805	1610	904	1222	1224	1172	3028	1326	1436	2474	4054	1810	1317
"ERP29_5"	"ERP29"	729	820	1064	571	530	443	610	543	507	312	187	143	56	1191	361
"ERP29_7"	"ERP29"	721	820	610	340	265	505	315	388	2023	435	74	509	18	212	11
"ERP29_8"	"ERP29"	1289	1654	444	312	414	330	423	396	3982	3970	1110	2872	1857	2238	798
"ERP44_1"	"ERP44"	1785	2036	2370	1809	1108	1371	1456	1707	2131	765	678	599	6539	3992	2068
"ERP44_2"	"ERP44"	548	662	1071	871	520	464	677	776	447	334	23	1515	306	300	968
"ERP44_3"	"ERP44"	1415	1313	2569	1276	988	1315	1280	1385	1588	785	1171	1658	584	530	944
"ERP44_5"	"ERP44"	2089	2115	3023	1868	1039	1447	1437	1769	9440	4554	4035	5353	437	1330	1001
"ERP44_6"	"ERP44"	2099	1923	3165	1567	1033	1255	1366	1417	1018	600	545	757	191	602	717
"ERP44_7"	"ERP44"	515	667	2518	1370	697	905	1754	1905	801	348	451	827	350	1122	184
"ESD_10"	"ESD"	1779	1760	2177	1061	845	962	1159	1412	3392	1261	1654	1564	1368	1249	2616
"ESD_13"	"ESD"	3118	3406	8318	5092	4107	3805	5624	6022	7214	3838	3197	4891	2471	1678	1750
"ESD_5"	"ESD"	1421	1541	3011	2079	1044	1133	2805	2953	2388	1005	572	1178	395	378	973
"ESD_6"	"ESD"	1718	1805	2190	1528	992	1236	1422	1569	2329	1250	377	1572	978	1069	378
"ESD_7"	"ESD"	499	622	304	471	178	202	115	141	1084	885	243	2512	514	809	63
"ESD_8"	"ESD"	500	516	722	223	305	270	346	305	287	741	655	687	1649	1556	265
"ESYT1_1"	"ESYT1"	820	780	416	276	394	262	328	363	790	413	148	629	1071	460	194
"ESYT1_10"	"ESYT1"	493	482	636	338	282	256	351	380	1065	298	145	627	454	488	69
"ESYT1_4"	"ESYT1"	1126	1469	2083	1240	1043	1157	1417	1678	1447	627	1077	583	746	834	1076
"ESYT1_7"	"ESYT1"	724	821	728	437	292	301	290	312	499	637	548	767	302	1015	615
"ESYT1_8"	"ESYT1"	1594	1446	1439	920	693	523	780	1054	712	442	617	867	1145	926	874
"ESYT1_9"	"ESYT1"	1949	1838	4784	3773	1925	2358	3608	3014	5179	2303	3008	4504	87	514	911
"ETF1_1"	"ETF1"	522	355	605	418	343	374	302	415	289	246	623	586	20	258	163
"ETF1_2"	"ETF1"	243	389	425	458	269	218	289	308	165	219	65	47	32	42	53
"ETF1_3"	"ETF1"	282	389	328	119	146	175	119	104	402	256	191	528	9	236	129
"ETF1_4"	"ETF1"	678	1141	2120	1346	1019	1109	917	1434	1917	1711	1184	1291	239	395	810
"ETF1_5"	"ETF1"	481	486	497	236	151	230	178	247	441	353	218	127	1070	328	515
"ETF1_6"	"ETF1"	47	77	76	128	148	27	270	71	0	48	0	33	0	0	47
"EWSR1_1"	"EWSR1"	319	380	951	403	193	300	503	499	116	23	84	206	738	63	0
"EWSR1_2"	"EWSR1"	116	92	257	231	179	196	233	168	0	47	0	78	4	20	0
"EWSR1_3"	"EWSR1"	627	558	567	408	318	270	300	546	2572	710	3427	1885	78	561	522
"EWSR1_4"	"EWSR1"	398	506	379	150	123	93	55	88	453	420	244	441	988	1583	194
"EWSR1_5"	"EWSR1"	225	201	467	170	357	321	471	504	44	178	174	40	0	158	0
"EWSR1_6"	"EWSR1"	471	541	696	351	430	522	277	409	495	534	202	521	419	244	127
"EXOSC6_1"	"EXOSC6"	1051	980	1351	834	1039	790	779	924	1284	668	493	1048	6949	3678	219
"EXOSC6_12"	"EXOSC6"	1576	1439	3869	2149	2032	1896	2305	2760	1686	878	1589	1667	2045	1594	890
"EXOSC6_13"	"EXOSC6"	1029	855	908	562	407	417	690	514	460	425	433	61	218	165	519
"EXOSC6_14"	"EXOSC6"	1286	1404	4297	2532	1219	1604	2701	2621	942	647	747	636	2842	586	1516
"EXOSC6_3"	"EXOSC6"	205	247	308	196	262	243	155	140	981	146	18	60	72	72	127
"EXOSC6_5"	"EXOSC6"	437	656	514	405	376	257	270	280	1173	550	185	567	341	80	141
"EXOSC7_2"	"EXOSC7"	1217	1225	1422	877	674	918	513	643	3757	1980	2271	2064	4019	1578	287
"EXOSC7_3"	"EXOSC7"	130	27	67	34	35	62	30	18	18	10	0	0	22	53	0
"EXOSC7_5"	"EXOSC7"	268	280	701	456	250	253	443	642	843	517	1060	1044	12	65	35
"EXOSC7_7"	"EXOSC7"	438	481	1059	541	403	548	422	695	313	177	265	392	298	261	269
"EXOSC7_8"	"EXOSC7"	89	122	98	74	30	56	46	43	151	28	80	13	0	0	67
"EXOSC7_9"	"EXOSC7"	566	416	438	320	151	254	196	243	3211	1741	1278	1500	60	145	336
"EZR_14"	"EZR"	1609	1930	3430	2204	1623	1726	2172	2211	4094	1457	1836	4237	258	960	1089
"EZR_16"	"EZR"	1328	1271	3605	2204	1516	1574	1915	2063	2003	1693	1548	2636	521	760	618
"EZR_17"	"EZR"	966	971	538	327	214	206	171	236	853	229	321	489	1223	1575	673
"EZR_6"	"EZR"	1680	1597	5137	3204	2182	2079	3374	3928	1489	1169	206	1638	3204	2428	1694
"EZR_7"	"EZR"	940	820	493	611	318	451	439	425	1708	543	194	1470	140	631	359
"EZR_8"	"EZR"	2877	3205	6164	3615	2377	2879	4372	4035	4923	1848	2590	2231	3343	2818	1499
"FABP1_18"	"FABP1"	1235	1271	1033	687	685	681	489	590	1132	834	508	775	959	1706	712
"FABP1_24"	"FABP1"	781	976	1261	553	386	420	605	702	1597	888	991	1141	1853	923	125
"FABP1_25"	"FABP1"	918	924	893	472	432	501	327	334	1161	989	1158	1343	1741	1051	578
"FABP1_28"	"FABP1"	1317	1617	1335	670	754	883	856	814	2992	1033	1098	780	1834	1466	698
"FABP1_7"	"FABP1"	964	1058	918	695	472	400	820	722	1075	581	194	786	128	363	350
"FABP1_8"	"FABP1"	1405	1340	984	739	516	602	658	797	1856	761	873	1056	6108	3635	2055
"FABP5_1"	"FABP5"	1062	1179	913	724	431	625	1013	774	635	1118	896	1106	2143	1010	682
"FABP5_2"	"FABP5"	1450	1432	1480	722	656	649	837	861	1990	1475	584	1896	1766	2510	1173
"FABP5_4"	"FABP5"	580	496	505	183	262	215	178	201	646	153	96	722	938	1439	261
"FABP5_5"	"FABP5"	1345	1581	3189	2353	1527	1717	2445	2442	8328	3473	3366	3722	904	622	517
"FABP5_6"	"FABP5"	947	879	1021	616	322	632	846	574	1984	573	832	1435	1029	996	631
"FABP5_8"	"FABP5"	437	512	636	527	197	358	322	271	111	247	1	39	1119	445	230
"FAHD2A_11"	"FAHD2A"	715	661	1093	719	525	597	782	985	1830	525	1208	702	3329	1058	552
"FAHD2A_12"	"FAHD2A"	364	257	406	136	260	96	276	205	316	303	131	979	97	205	0
"FAHD2A_16"	"FAHD2A"	1338	1335	2854	2132	1218	1218	1707	1598	4049	2163	2187	2285	474	823	621
"FAHD2A_18"	"FAHD2A"	1937	2200	3134	2044	1524	1863	1891	1940	2344	1490	965	2077	159	1517	577
"FAHD2A_3"	"FAHD2A"	2313	2556	5659	4845	2290	2925	2951	3090	2804	1552	1515	2437	2958	1180	1638
"FAHD2A_6"	"FAHD2A"	1229	1425	927	1110	553	797	715	688	1252	538	648	956	3713	2945	928
"FAM120A_1"	"FAM120A"	1626	1862	3242	1490	1039	986	1462	1189	2262	1817	1983	2192	1855	1515	2196
"FAM120A_2"	"FAM120A"	1339	1662	1386	1201	814	836	965	956	2571	1503	1622	1165	166	564	1106
"FAM120A_3"	"FAM120A"	1520	1814	2172	1309	1012	1187	646	1018	1860	750	739	1158	1854	835	840
"FAM120A_4"	"FAM120A"	884	1033	1024	591	529	461	501	538	2546	492	480	574	1542	1305	1051
"FAM120A_5"	"FAM120A"	952	913	1550	813	820	893	1449	940	769	404	545	315	97	433	299
"FAM120A_8"	"FAM120A"	1393	1600	2631	1744	1410	1427	1403	1206	687	524	376	269	3606	757	443
"FAM120C_1"	"FAM120C"	1372	1688	2065	845	827	905	1334	1649	1163	530	711	1368	199	1017	1099
"FAM120C_2"	"FAM120C"	3148	3461	4868	3509	2541	2363	3203	3237	4154	2637	2697	3427	1951	2603	3598
