"sgRNA"	"Gene"	"mito_mock_1"	"mito_mock_2"	"mito_rcVSV_1"	"mito_rcVSV_2"	"mito_hku5_1"	"mito_hku5_2"	"mito_sars2_1"	"mito_sars2_2"	"mito_mers_1"	"mito_mers_2"	"mito_t1015n_1"	"mito_t1015n_2"	"mito_emcv_1"	"mito_emcv_2"	"mito_iav_1"	"mito_iav_2"
"MINOS1_4"	"MINOS1"	1665	1771	703	976	1090	2393	856	1384	789	768	555	1029	898	428	1407	1163
"MINOS1_5"	"MINOS1"	523	709	268	536	548	672	494	241	335	291	347	379	660	164	1075	856
"MINOS1_6"	"MINOS1"	914	1255	394	1740	1159	1664	1809	962	883	283	739	567	4819	99	315	68
"MLXIP_2"	"MLXIP"	1269	1274	600	2120	1659	1778	1470	2333	1374	978	1025	956	591	827	4678	1587
"MLXIP_3"	"MLXIP"	1028	1127	249	826	668	928	505	378	881	455	827	429	244	853	867	2104
"MLXIP_4"	"MLXIP"	1037	1263	523	1709	1157	1193	1474	1859	1762	961	1702	1292	1645	804	825	3324
"MLXIP_6"	"MLXIP"	2355	2257	1035	3174	2169	2516	2069	2450	2403	1413	2135	2507	10119	2847	3619	5030
"MLXIP_7"	"MLXIP"	1671	1638	451	1813	1171	1662	1814	1700	2116	539	909	1094	6821	4078	1676	2015
"MLXIP_9"	"MLXIP"	1125	1155	273	1235	809	1250	1201	1096	1483	912	1251	1178	824	645	1078	1687
"MMAA_1"	"MMAA"	681	808	288	752	537	933	696	906	342	267	502	473	374	498	1642	441
"MMAA_3"	"MMAA"	1324	2007	499	1722	1423	1910	1777	1718	2320	1265	1185	1265	723	1936	451	670
"MMAA_4"	"MMAA"	1535	1938	758	2603	1768	2172	1843	2880	2395	1298	1497	2403	3529	2019	1411	688
"MMAA_5"	"MMAA"	912	1263	243	778	899	833	623	931	1628	586	1363	1425	785	809	625	116
"MMAA_6"	"MMAA"	1108	1153	474	2113	939	1327	1035	1180	400	215	265	317	2427	1778	1215	187
"MMAA_7"	"MMAA"	709	987	603	1740	1259	1612	1948	1526	885	679	699	936	1425	172	1608	76
"MMAB_1"	"MMAB"	1860	2453	1354	3243	2435	3178	2468	3065	2303	785	1564	986	1046	838	841	215
"MMAB_14"	"MMAB"	710	687	170	392	475	604	484	566	517	223	417	635	2032	339	200	12
"MMAB_15"	"MMAB"	697	634	225	553	573	693	456	566	1207	416	799	216	5953	971	1584	19
"MMAB_4"	"MMAB"	875	1135	234	1228	854	764	744	728	1046	328	1797	1748	478	220	1061	824
"MMAB_6"	"MMAB"	627	755	213	584	691	1100	991	983	760	413	1289	712	1978	115	537	57
"MMAB_9"	"MMAB"	297	380	90	285	311	501	329	314	96	77	17	224	21	26	107	220
"MPG_1"	"MPG"	2464	3104	1163	3586	2785	2995	2602	2806	2663	1773	2579	1742	6898	1782	5236	3359
"MPG_12"	"MPG"	2313	2566	1329	2737	2592	3003	2173	2161	3644	2414	3935	3007	3244	1261	1021	2253
"MPG_13"	"MPG"	1039	1257	399	1494	1086	1292	1049	1149	760	756	972	693	879	597	823	411
"MPG_19"	"MPG"	1537	1825	725	2720	1855	2603	1724	1775	2901	2602	2324	2713	2603	1405	548	475
"MPG_2"	"MPG"	1531	1569	618	1198	1883	1691	1376	1257	1784	1277	1265	977	1515	813	1004	323
"MPG_7"	"MPG"	2310	2528	1032	3578	2593	3458	2032	2322	3055	1185	2319	1566	9336	2092	2278	554
"MPST_11"	"MPST"	1176	1243	524	1672	1147	1195	1578	1500	1050	933	607	949	1406	1084	1004	957
"MPST_14"	"MPST"	1122	895	486	1672	1753	1320	2034	1446	920	507	668	864	528	331	742	44
"MPST_16"	"MPST"	2075	2132	1019	3867	3487	3450	3135	3364	1589	833	1405	1849	3604	2292	1757	4209
"MPST_22"	"MPST"	2243	2876	1361	4694	2698	4388	2433	3790	2909	1840	3661	1721	5262	813	3356	661
"MPST_33"	"MPST"	413	602	219	353	348	540	433	561	580	478	634	254	243	424	519	23
"MPST_4"	"MPST"	828	922	441	1133	1231	1214	918	907	534	464	609	840	30	5	681	413
"MPV17L2_10"	"MPV17L2"	739	757	357	1207	845	1303	1223	1079	1240	540	345	965	962	846	230	77
"MPV17L2_2"	"MPV17L2"	1529	1759	1212	4909	1836	2918	2725	2861	1844	892	1307	1249	1168	179	967	1797
"MPV17L2_3"	"MPV17L2"	1164	1320	508	1878	2056	1812	1167	1392	1547	1542	2130	2949	415	287	479	342
"MPV17L2_5"	"MPV17L2"	1724	2339	1493	4262	2298	4113	2241	2854	2930	1881	2753	1185	719	1495	895	1802
"MPV17L2_7"	"MPV17L2"	1643	1881	724	1831	1810	2577	1380	1337	853	838	1299	693	1585	1338	2347	563
"MPV17L2_9"	"MPV17L2"	1468	1663	942	3251	2316	3161	2840	1971	2135	1450	1256	1175	5289	693	802	425
"MRM1_2"	"MRM1"	771	1131	439	1330	1409	1595	2145	1019	1147	621	963	867	3770	424	1206	1991
"MRM1_3"	"MRM1"	774	941	417	1367	561	1223	1079	1133	627	444	511	749	2923	168	498	757
"MRM1_4"	"MRM1"	860	999	456	967	945	1001	929	1014	1169	535	856	341	257	443	799	559
"MRM1_5"	"MRM1"	846	936	451	1460	1099	1269	1826	1757	542	325	697	672	424	1649	1357	123
"MRM1_8"	"MRM1"	634	565	378	1098	1038	571	1526	891	1062	833	552	637	924	111	430	1197
"MRM1_9"	"MRM1"	1210	1542	379	1145	1391	1239	1117	932	1850	1050	1228	870	3989	1133	899	651
"MRM2_1"	"MRM2"	898	928	342	788	960	1169	897	876	658	259	320	466	1712	284	705	2421
"MRM2_2"	"MRM2"	2297	2850	1268	2538	2245	2487	2140	2321	2688	1961	2543	4339	1809	1833	1487	1580
"MRM2_3"	"MRM2"	2127	2461	833	2114	3206	2786	2919	2672	2887	1288	2566	1845	2258	1202	1042	445
"MRM2_4"	"MRM2"	2652	2984	1662	5948	3894	4730	4032	4882	3498	2521	3400	3015	3117	585	1510	1203
"MRM2_5"	"MRM2"	4557	5112	1838	5678	4288	5690	4360	4496	5649	2986	4818	4163	8803	3318	4043	2543
"MRM2_6"	"MRM2"	1670	1766	778	2952	2232	2715	2312	2079	1888	850	1230	1182	461	1826	1092	1610
"MRPL10_2"	"MRPL10"	582	669	373	1162	1022	1316	1264	1638	441	407	356	499	86	38	892	106
"MRPL10_3"	"MRPL10"	536	580	110	754	514	501	420	689	398	177	170	278	9	223	48	1079
"MRPL10_5"	"MRPL10"	356	349	156	246	275	238	354	811	240	103	111	71	155	71	180	1
"MRPL10_7"	"MRPL10"	1071	1327	452	1520	820	1169	1136	1002	706	976	1107	1868	4723	928	235	1065
"MRPL10_8"	"MRPL10"	521	620	318	569	531	653	557	666	532	266	311	326	460	252	537	44
"MRPL10_9"	"MRPL10"	289	253	73	418	156	378	268	196	332	59	325	70	279	76	834	1325
"MRPL11_10"	"MRPL11"	1538	1962	733	2452	1973	2847	1415	2297	865	340	1279	1381	63	586	2209	432
"MRPL11_13"	"MRPL11"	1898	2389	1358	4805	3348	3738	3772	2535	1957	1214	1624	1602	3941	434	1101	1019
"MRPL11_3"	"MRPL11"	1385	2072	554	2017	1253	1835	1395	1394	1311	1396	1608	1607	12037	1312	5665	1676
"MRPL11_6"	"MRPL11"	69	85	36	51	59	39	18	62	18	0	35	15	72	237	62	0
"MRPL11_7"	"MRPL11"	506	599	388	975	937	1003	935	934	546	255	383	299	177	163	74	113
"MRPL11_8"	"MRPL11"	960	1355	487	2025	1429	2090	1406	1544	1429	1423	1269	1474	363	136	2954	524
"MRPL12_10"	"MRPL12"	2148	2243	847	3173	2476	2586	2079	2369	1818	1008	908	1680	3473	434	551	905
"MRPL12_14"	"MRPL12"	282	228	226	1064	458	669	336	920	38	90	112	0	211	2	66	85
"MRPL12_20"	"MRPL12"	788	820	142	381	449	598	613	376	773	304	569	2218	3696	459	251	1752
"MRPL12_22"	"MRPL12"	2685	3744	1748	7619	4483	5100	5797	5559	1929	1409	1228	1437	3885	1391	3769	1445
"MRPL12_7"	"MRPL12"	493	740	419	983	1035	900	660	700	575	230	688	924	12	21	182	102
"MRPL12_9"	"MRPL12"	518	492	70	150	266	207	209	69	763	415	737	707	156	811	6	20
"MRPL13_1"	"MRPL13"	418	368	284	1002	610	520	933	727	244	173	138	54	956	289	337	47
"MRPL13_2"	"MRPL13"	179	310	130	840	826	151	707	324	192	87	58	186	33	115	90	0
"MRPL13_3"	"MRPL13"	530	536	252	813	633	1026	537	592	1022	420	959	319	293	294	1066	6
"MRPL13_6"	"MRPL13"	357	537	420	1702	947	1259	902	754	1040	332	445	312	43	4	253	3
"MRPL13_7"	"MRPL13"	844	963	352	1071	910	988	982	1002	1665	643	842	797	2612	5	1497	46
"MRPL13_8"	"MRPL13"	648	638	165	447	652	496	594	344	468	344	357	611	234	450	112	1004
"MRPL14_11"	"MRPL14"	782	1119	299	795	670	1379	833	813	781	440	778	418	805	410	543	968
"MRPL14_13"	"MRPL14"	429	883	218	1209	601	1042	603	756	288	292	387	485	1429	114	648	927
"MRPL14_14"	"MRPL14"	648	754	401	833	871	1144	749	1078	589	674	794	662	322	132	255	518
"MRPL14_4"	"MRPL14"	683	759	159	382	493	827	467	1027	905	382	452	1083	1179	385	238	204
"MRPL14_6"	"MRPL14"	462	616	572	1617	1023	1133	704	1098	1474	891	747	947	338	43	138	372
"MRPL14_7"	"MRPL14"	523	877	306	971	583	1047	635	782	530	749	899	961	813	969	259	675
"MRPL15_1"	"MRPL15"	134	270	49	148	191	125	63	88	175	226	21	382	258	56	374	20
"MRPL15_10"	"MRPL15"	146	295	8	78	30	90	65	13	63	169	35	167	365	0	327	26
"MRPL15_2"	"MRPL15"	365	419	66	361	290	337	102	342	15	181	49	84	349	72	782	6
"MRPL15_5"	"MRPL15"	244	156	79	452	154	320	461	190	64	62	130	17	7	35	68	133
"MRPL15_6"	"MRPL15"	792	766	310	1191	588	868	965	907	515	548	479	329	990	26	732	68
"MRPL15_9"	"MRPL15"	583	612	370	1024	566	957	519	901	476	221	418	182	787	78	319	347
"MRPL16_11"	"MRPL16"	458	498	151	408	401	728	400	438	524	331	971	341	504	491	1	16
"MRPL16_17"	"MRPL16"	813	846	358	915	760	751	1017	940	916	600	360	364	1673	251	1414	539
"MRPL16_19"	"MRPL16"	218	354	95	231	315	320	74	355	265	101	83	116	373	8	170	12
"MRPL16_2"	"MRPL16"	167	246	12	97	115	154	116	166	440	227	392	164	15	468	580	1
"MRPL16_6"	"MRPL16"	1680	2011	907	3486	2580	2827	2606	2626	1202	1121	744	1982	4756	2841	1628	2188
"MRPL16_7"	"MRPL16"	260	305	40	218	189	329	162	372	119	32	60	9	47	589	0	0
"MRPL17_10"	"MRPL17"	863	917	166	917	521	566	474	485	699	501	540	437	819	138	546	2238
"MRPL17_12"	"MRPL17"	441	371	164	641	425	554	492	529	268	83	149	530	1892	6	207	4
"MRPL17_4"	"MRPL17"	230	319	50	247	147	242	125	135	33	110	73	0	536	0	87	1
"MRPL17_5"	"MRPL17"	494	527	265	721	915	568	877	681	1788	300	477	417	1833	84	166	2
"MRPL17_8"	"MRPL17"	627	502	465	1670	1000	1377	1114	995	371	283	431	172	1432	305	201	124
"MRPL17_9"	"MRPL17"	786	739	272	1198	670	880	860	832	412	305	146	133	47	196	561	4
"MRPL19_14"	"MRPL19"	1133	1050	395	1231	1111	1235	704	891	1374	987	1159	832	137	113	270	51
"MRPL19_15"	"MRPL19"	390	672	193	378	777	455	175	303	870	214	391	658	973	174	103	4
"MRPL19_3"	"MRPL19"	523	685	253	672	649	662	620	653	1158	526	915	865	514	274	620	136
"MRPL19_6"	"MRPL19"	184	277	61	213	209	202	76	40	194	74	154	103	6	320	56	2
"MRPL19_7"	"MRPL19"	288	499	252	430	212	419	437	588	400	258	534	83	570	55	195	4
"MRPL19_9"	"MRPL19"	683	669	217	957	860	714	591	905	918	639	293	312	225	26	347	5
"MRPL2_1"	"MRPL2"	805	1012	503	1426	1149	1696	1156	1275	1713	753	1364	727	38	241	536	22
"MRPL2_10"	"MRPL2"	319	344	86	207	237	177	291	239	413	177	52	82	8	22	278	54
"MRPL2_14"	"MRPL2"	1301	1338	566	1608	1518	1949	1301	1093	879	780	627	1028	967	775	1322	1713
"MRPL2_15"	"MRPL2"	1064	1401	673	2096	1985	2475	1263	1463	2318	1735	1481	1722	964	1201	542	185
"MRPL2_4"	"MRPL2"	535	605	334	956	794	894	911	751	290	750	715	549	1106	168	463	2
"MRPL2_7"	"MRPL2"	1964	2006	1289	3971	2393	3114	2960	3141	2400	1230	1440	1622	2145	644	837	314
"MRPL20_1"	"MRPL20"	45	89	30	52	39	103	21	104	163	88	133	37	1	0	0	17
"MRPL20_5"	"MRPL20"	2036	2118	1419	3485	3086	3154	1707	2530	2481	1540	2203	1455	4333	635	1378	1995
"MRPL20_6"	"MRPL20"	241	271	38	266	290	183	207	91	197	187	50	155	13	55	207	335
"MRPL20_7"	"MRPL20"	333	501	155	603	417	750	600	196	1089	436	581	567	556	428	481	24
"MRPL20_8"	"MRPL20"	2282	2336	1035	2704	2310	2333	2545	2885	2306	1273	2429	2708	3365	2789	1533	1602
"MRPL20_9"	"MRPL20"	347	357	64	321	229	309	161	206	332	226	198	221	12	0	107	792
"MRPL21_1"	"MRPL21"	291	570	154	480	292	558	449	195	194	105	88	202	248	5	41	1623
"MRPL21_10"	"MRPL21"	765	752	187	570	501	743	565	571	910	515	951	994	223	572	363	271
"MRPL21_12"	"MRPL21"	585	675	137	370	404	490	393	133	274	70	163	193	895	129	226	58
"MRPL21_13"	"MRPL21"	292	286	167	329	175	359	535	688	508	336	654	678	24	0	0	3
"MRPL21_16"	"MRPL21"	529	583	381	829	636	732	757	512	562	196	478	139	44	9	803	43
"MRPL21_9"	"MRPL21"	345	285	176	724	318	811	322	385	631	247	488	611	17	10	112	9
"MRPL23_1"	"MRPL23"	494	527	242	943	374	800	430	1141	290	284	240	134	7	191	33	284
"MRPL23_14"	"MRPL23"	1771	1936	916	1963	2355	3134	2247	2539	1955	821	1517	1012	3008	846	1057	790
"MRPL23_4"	"MRPL23"	484	513	340	1216	872	1194	1505	686	156	100	190	78	22	101	172	193
"MRPL23_5"	"MRPL23"	333	404	217	977	680	1276	601	810	432	236	256	130	80	90	275	1398
"MRPL23_8"	"MRPL23"	185	159	40	63	129	77	50	115	255	310	154	313	1384	7	171	0
"MRPL23_9"	"MRPL23"	1337	1295	814	2890	1896	2780	2557	2321	1523	869	1211	1537	1545	691	409	578
"MRPL27_18"	"MRPL27"	1027	1613	523	1349	1159	1707	1114	1069	1608	753	1477	1704	2802	503	1921	1792
"MRPL27_19"	"MRPL27"	39	40	0	17	10	20	8	17	0	28	53	6	0	21	0	0
"MRPL27_3"	"MRPL27"	601	583	434	605	830	844	869	853	155	112	87	328	329	220	807	1083
"MRPL27_4"	"MRPL27"	669	807	300	713	686	607	742	823	575	459	440	389	1659	205	1076	2009
"MRPL27_5"	"MRPL27"	377	379	196	373	444	610	379	391	276	145	175	10	2	274	427	7
"MRPL27_6"	"MRPL27"	140	86	130	269	165	318	582	622	120	33	134	10	0	7	0	517
"MRPL3_1"	"MRPL3"	214	149	26	333	78	156	28	225	344	40	103	109	78	15	72	71
"MRPL3_12"	"MRPL3"	524	638	177	720	684	668	660	673	293	154	245	485	330	7	421	34
"MRPL3_3"	"MRPL3"	374	431	150	276	381	343	250	315	274	18	164	185	584	746	90	64
"MRPL3_5"	"MRPL3"	1069	1382	528	1197	934	1286	947	1355	839	428	990	614	28	84	370	1030
"MRPL3_6"	"MRPL3"	1177	1404	216	750	980	864	901	661	803	664	1212	1270	1492	552	1281	989
"MRPL3_8"	"MRPL3"	659	636	504	1267	772	880	1234	684	664	426	722	907	0	66	134	985
"MRPL32_1"	"MRPL32"	316	394	83	320	242	305	214	215	301	279	433	355	4	1	14	12
"MRPL32_10"	"MRPL32"	168	243	80	388	259	457	59	190	188	81	35	20	22	67	156	497
"MRPL32_12"	"MRPL32"	768	975	379	1373	825	1175	844	1023	1671	983	620	1092	2345	274	253	456
"MRPL32_4"	"MRPL32"	616	526	294	368	212	182	258	292	506	402	1015	208	1897	198	872	255
"MRPL32_6"	"MRPL32"	454	436	546	1211	902	676	960	1010	1391	782	794	527	196	96	56	531
"MRPL32_8"	"MRPL32"	24	42	11	85	26	37	18	36	51	0	0	0	0	2	0	29
"MRPL33_1"	"MRPL33"	894	1120	327	918	835	912	604	800	831	647	706	644	1042	502	1200	670
"MRPL33_12"	"MRPL33"	473	399	183	456	299	452	450	180	106	67	70	24	216	44	89	4
"MRPL33_15"	"MRPL33"	546	555	525	1285	1303	1601	1842	2210	355	224	333	413	55	67	26	6
"MRPL33_16"	"MRPL33"	633	598	149	456	327	307	381	318	396	188	266	418	1625	104	511	727
"MRPL33_2"	"MRPL33"	1202	1960	616	2600	2050	2169	1609	1792	1656	551	976	999	490	361	1064	304
"MRPL33_5"	"MRPL33"	1276	1857	897	3271	2020	1879	1910	1832	1567	1118	1804	963	1683	736	877	156
"MRPL34_1"	"MRPL34"	508	675	318	425	522	541	214	676	284	111	654	438	1384	647	123	3
"MRPL34_12"	"MRPL34"	573	475	498	725	868	1281	949	1304	526	359	218	235	1548	49	417	375
"MRPL34_16"	"MRPL34"	1457	1802	966	2218	1987	2412	1339	1961	1953	865	1638	1424	336	2073	610	157
"MRPL34_6"	"MRPL34"	275	450	98	427	357	539	313	549	17	133	21	16	3	460	339	0
"MRPL34_8"	"MRPL34"	698	770	178	900	966	975	358	375	409	268	630	411	42	120	190	575
"MRPL34_9"	"MRPL34"	490	652	206	694	476	597	935	604	115	63	337	123	6	156	138	263
"MRPL35_1"	"MRPL35"	1185	1544	559	1612	1103	1430	1652	1865	822	900	804	930	1197	489	379	21
"MRPL35_2"	"MRPL35"	1758	1744	632	1920	1901	2212	1308	1486	1583	1378	1095	961	3156	2049	1295	127
"MRPL35_3"	"MRPL35"	370	686	278	1109	799	996	860	880	1175	310	361	546	114	1	110	24
"MRPL35_4"	"MRPL35"	1975	2271	1677	3754	2649	2709	2898	3119	2129	702	1255	1398	8699	1157	1293	3719
"MRPL35_5"	"MRPL35"	887	1016	228	848	746	546	554	471	589	378	465	358	3271	216	307	2519
"MRPL35_6"	"MRPL35"	122	257	54	117	126	36	38	149	153	40	105	49	33	0	42	0
"MRPL36_1"	"MRPL36"	1248	1704	556	1543	1011	1648	1335	1338	1535	1262	1565	1603	8849	1008	2665	552
"MRPL36_2"	"MRPL36"	1350	1409	289	1323	984	825	820	1012	871	861	954	959	3175	1689	368	1241
"MRPL36_34"	"MRPL36"	897	1093	397	1731	1287	1199	1134	911	1280	1244	1961	1537	349	146	1610	1750
"MRPL36_39"	"MRPL36"	572	581	194	649	565	468	134	515	1101	689	866	279	216	199	403	627
"MRPL36_41"	"MRPL36"	2058	2108	1065	3752	2794	3297	3027	2229	2199	1361	2374	1855	2597	1068	1173	386
"MRPL36_43"	"MRPL36"	736	719	228	626	883	625	449	473	430	316	322	615	829	485	210	1023
"MRPL38_1"	"MRPL38"	1448	1806	622	1864	1619	1860	1450	1749	3028	1901	1116	1909	2603	1015	2771	1119
"MRPL38_2"	"MRPL38"	221	179	19	101	77	86	170	183	34	8	105	42	0	67	108	0
"MRPL38_3"	"MRPL38"	481	543	64	410	343	213	199	113	605	336	232	103	589	352	717	92
"MRPL38_4"	"MRPL38"	287	274	133	138	219	244	131	180	166	36	157	11	440	340	218	2103
"MRPL38_5"	"MRPL38"	1634	1640	779	2390	1681	2370	1111	1882	1433	725	970	875	5474	412	1246	550
"MRPL38_6"	"MRPL38"	174	235	50	226	228	242	89	104	505	128	552	719	769	23	793	9
"MRPL4_1"	"MRPL4"	626	1208	405	1269	1166	939	1496	1105	507	279	588	554	1380	98	866	30
"MRPL4_13"	"MRPL4"	785	1002	395	986	1014	1589	789	920	513	242	526	430	47	91	877	760
"MRPL4_16"	"MRPL4"	342	358	203	414	390	427	629	238	310	307	586	323	4	5	257	1110
"MRPL4_25"	"MRPL4"	1270	1316	505	1488	1327	1389	1402	1092	768	663	1560	461	1027	635	362	389
"MRPL4_7"	"MRPL4"	1353	1417	508	1707	1686	1942	1948	1851	1015	501	1278	577	324	97	486	355
"MRPL4_8"	"MRPL4"	248	191	126	329	165	253	167	316	113	29	222	57	11	112	182	207
"MRPL40_1"	"MRPL40"	568	789	157	528	490	439	487	502	739	386	351	665	585	1157	276	1528
"MRPL40_16"	"MRPL40"	670	987	180	466	756	717	347	750	150	155	114	42	835	312	624	9
"MRPL40_29"	"MRPL40"	405	487	111	685	519	729	409	892	700	175	817	76	1255	86	395	33
"MRPL40_31"	"MRPL40"	1013	1450	447	1545	1274	1393	1337	880	129	86	266	157	1069	186	1164	136
"MRPL40_6"	"MRPL40"	336	344	163	237	316	375	462	501	208	237	441	175	0	62	131	3
"MRPL40_9"	"MRPL40"	465	397	210	389	531	958	668	611	311	239	301	189	93	92	267	26
"MRPL41_1"	"MRPL41"	248	171	318	331	417	635	831	533	118	102	312	199	7	39	119	42
"MRPL41_12"	"MRPL41"	779	960	203	610	554	557	338	294	448	332	198	125	1254	2279	196	806
"MRPL41_13"	"MRPL41"	420	416	207	434	582	534	438	296	155	200	146	89	83	349	173	298
"MRPL41_15"	"MRPL41"	441	489	549	1609	1165	1377	1407	1890	484	171	501	413	54	308	113	1504
"MRPL41_3"	"MRPL41"	835	1068	357	888	770	1137	1059	1193	1220	787	895	1116	49	233	482	165
"MRPL41_8"	"MRPL41"	592	587	277	482	669	767	926	882	509	333	455	237	22	290	0	305
"MRPL42_1"	"MRPL42"	762	897	403	721	545	1391	1005	831	756	526	399	433	2099	563	1812	104
"MRPL42_2"	"MRPL42"	1471	1347	702	1474	1954	2755	996	1533	2036	2074	1230	2419	1886	355	1678	456
"MRPL42_3"	"MRPL42"	343	317	40	237	172	245	153	148	292	150	809	349	584	738	287	6
"MRPL42_4"	"MRPL42"	1459	1685	1019	2735	2095	1771	2108	2074	1537	297	577	552	1969	174	954	4624
"MRPL42_6"	"MRPL42"	498	439	180	649	603	526	223	434	774	204	1149	726	1168	200	424	67
"MRPL42_7"	"MRPL42"	126	126	27	70	62	105	22	15	0	3	72	111	0	22	0	1
"MRPL43_10"	"MRPL43"	87	166	79	165	195	481	135	118	162	93	49	147	28	29	511	4
"MRPL43_16"	"MRPL43"	436	521	177	540	254	680	316	664	376	221	234	201	284	2	758	307
"MRPL43_17"	"MRPL43"	115	173	57	56	77	121	138	81	38	215	93	41	19	1	0	1
"MRPL43_5"	"MRPL43"	166	203	42	161	42	137	108	101	104	57	6	53	1473	507	55	17
"MRPL43_8"	"MRPL43"	527	653	177	681	563	702	480	399	162	108	138	126	724	370	303	494
"MRPL43_9"	"MRPL43"	1371	1593	581	1412	1106	1103	1308	1240	1780	1042	1771	1399	1704	1641	1653	1572
"MRPL47_3"	"MRPL47"	101	78	19	22	95	48	15	6	2	8	0	0	0	0	59	0
"MRPL47_4"	"MRPL47"	272	354	154	279	150	338	168	295	62	109	41	73	2213	1007	37	27
"MRPL47_5"	"MRPL47"	201	285	62	124	73	141	144	10	87	198	121	73	17	61	0	1
"MRPL47_7"	"MRPL47"	1498	1607	733	1908	1645	2093	1582	1758	877	344	507	767	2633	1051	970	1401
"MRPL47_8"	"MRPL47"	971	1457	513	2810	1887	2065	1165	1466	2941	1686	1656	3639	85	87	220	134
"MRPL47_9"	"MRPL47"	1034	1111	635	1333	1197	1674	1852	1804	947	733	545	810	609	4	745	29
"MRPL49_1"	"MRPL49"	803	952	763	1700	1046	1447	1605	2036	712	486	1225	327	968	2041	952	1435
"MRPL49_13"	"MRPL49"	238	399	133	309	258	276	211	149	134	473	204	154	31	104	72	87
"MRPL49_15"	"MRPL49"	584	473	277	818	824	779	952	771	480	218	361	411	32	40	642	119
"MRPL49_2"	"MRPL49"	526	818	383	794	764	525	212	491	998	399	440	607	338	543	1552	466
"MRPL49_6"	"MRPL49"	800	841	347	1277	1136	1218	561	820	624	543	683	296	3030	661	320	268
"MRPL49_7"	"MRPL49"	1881	2683	1380	3706	3179	3458	3489	3110	2221	1739	3826	2685	1171	490	1046	2896
"MRPL50_11"	"MRPL50"	235	319	208	267	159	72	228	257	173	388	210	239	166	273	60	42
"MRPL50_12"	"MRPL50"	930	1114	380	1203	1061	1080	1330	823	567	495	226	1020	627	236	481	124
"MRPL50_13"	"MRPL50"	228	245	156	429	239	214	292	387	110	2	118	75	1205	6	1	2
"MRPL50_14"	"MRPL50"	342	432	232	678	311	365	530	490	234	222	390	332	2	0	80	1
"MRPL50_2"	"MRPL50"	290	368	88	422	237	379	293	220	343	495	417	631	14	4	10	1
"MRPL50_3"	"MRPL50"	300	296	238	353	342	518	327	1040	184	193	167	142	108	111	279	43
"MRPL51_1"	"MRPL51"	145	92	39	204	135	241	117	243	114	22	5	56	5	63	0	2
"MRPL51_2"	"MRPL51"	344	686	213	367	726	389	252	400	346	74	329	267	619	261	1060	992
"MRPL51_3"	"MRPL51"	557	665	172	460	410	697	641	278	210	264	310	64	1043	187	2646	78
"MRPL51_4"	"MRPL51"	173	205	19	22	47	77	40	91	64	0	19	30	15	9	61	1
"MRPL51_6"	"MRPL51"	178	221	50	115	116	324	158	133	15	102	121	49	73	2	0	3
"MRPL51_7"	"MRPL51"	239	246	121	177	139	246	231	193	9	9	12	17	0	3	0	81
"MRPL52_12"	"MRPL52"	461	419	144	205	422	319	250	235	396	186	211	479	4357	1112	576	862
"MRPL52_15"	"MRPL52"	571	639	231	523	470	775	550	550	580	239	435	387	1162	125	338	2491
"MRPL52_17"	"MRPL52"	554	784	97	401	491	593	345	298	263	178	139	177	207	179	302	1064
"MRPL52_19"	"MRPL52"	954	1219	627	1732	670	1226	1714	1245	1552	505	1593	1478	105	167	472	661
"MRPL52_3"	"MRPL52"	837	703	175	486	360	561	551	344	511	524	429	338	1218	665	227	487
"MRPL52_8"	"MRPL52"	1142	1563	676	1567	1003	1654	1487	1212	3426	1059	1885	2071	1931	1086	436	981
"MRPL53_1"	"MRPL53"	224	151	135	373	236	256	156	266	136	134	51	26	51	0	0	5
"MRPL53_2"	"MRPL53"	630	792	312	718	546	900	794	542	933	527	706	267	660	135	113	204
"MRPL53_3"	"MRPL53"	656	846	644	1484	1527	1588	987	591	621	259	257	342	32	419	264	2
"MRPL53_4"	"MRPL53"	2223	2635	1300	3342	3002	3424	3444	4067	3281	1523	1881	2865	463	713	1555	1038
"MRPL53_5"	"MRPL53"	1043	1419	432	845	1001	1098	815	1001	1477	1271	689	1888	1583	778	698	124
"MRPL53_6"	"MRPL53"	3332	3554	1006	3550	3042	3588	2693	2772	4165	1796	4994	3797	7242	1879	1939	4154
"MRPL55_12"	"MRPL55"	769	976	405	1381	778	1532	946	1272	765	605	879	646	331	555	605	377
"MRPL55_14"	"MRPL55"	1343	1683	740	2548	1551	1525	2304	3042	1551	834	1164	1758	876	902	930	1909
"MRPL55_2"	"MRPL55"	393	419	217	528	424	480	301	377	108	80	231	75	6	17	23	263
"MRPL55_4"	"MRPL55"	168	177	74	277	78	391	84	276	190	87	8	58	1	1	0	4
"MRPL55_5"	"MRPL55"	974	1192	362	1069	1317	1683	780	1012	691	479	788	460	421	113	348	843
"MRPL55_9"	"MRPL55"	934	1090	466	1875	1049	1321	1066	964	1037	577	561	467	2854	120	662	581
"MRPL57_1"	"MRPL57"	168	302	202	183	234	219	156	70	107	4	78	0	18	2	1	0
"MRPL57_3"	"MRPL57"	309	148	62	248	157	411	164	493	173	102	19	87	32	27	0	1
"MRPL57_4"	"MRPL57"	318	363	251	805	611	557	303	436	793	348	354	243	36	840	641	34
"MRPL57_6"	"MRPL57"	324	319	104	158	131	244	53	67	568	105	148	130	34	5	53	1
