"sgRNA"	"Gene"	"mito_mock_1"	"mito_mock_2"	"mito_rcVSV_1"	"mito_rcVSV_2"	"mito_hku5_1"	"mito_hku5_2"	"mito_sars2_1"	"mito_sars2_2"	"mito_mers_1"	"mito_mers_2"	"mito_t1015n_1"	"mito_t1015n_2"	"mito_emcv_1"	"mito_emcv_2"	"mito_iav_1"	"mito_iav_2"
"CTRL_343.3"	"CTRL"	1308	1492	609	2256	1449	1648	1814	1983	1742	1347	1558	2414	1430	413	787	1104
"CTRL_371"	"CTRL"	2349	2699	1316	3190	2331	2966	2352	2853	2105	1045	2294	1606	4291	1352	1489	910
"CTRL_371.1"	"CTRL"	1862	2397	660	2160	1688	2257	1473	2224	2245	1222	3180	1934	1649	2183	4666	1148
"CTRL_371.2"	"CTRL"	1092	1738	532	1351	1107	954	1363	961	2019	1070	2066	1536	422	190	809	1147
"CTRL_371.3"	"CTRL"	948	1299	505	2177	976	1603	1089	1373	744	573	1317	744	1005	730	807	3446
"CTRL_387"	"CTRL"	1716	2105	859	1778	1686	2449	2051	2094	1692	683	848	1325	3471	1277	667	2947
"CTRL_387.1"	"CTRL"	2538	2956	780	1868	1782	2511	1571	2046	2867	1353	3072	4594	5586	2750	1746	2859
"CTRL_387.2"	"CTRL"	1670	2193	572	1992	1345	2030	1553	1454	925	634	1377	1955	4416	2128	950	4286
"CTRL_387.3"	"CTRL"	3234	3578	1322	4548	3797	5071	3076	3519	4316	2546	4754	4709	782	912	2374	5470
"CTRL_393"	"CTRL"	1371	1354	346	1239	1154	1290	737	1265	1680	610	1110	971	4617	1190	2679	669
"CTRL_393.1"	"CTRL"	1195	1606	885	2510	2177	2166	1709	2898	2538	1361	1952	898	444	362	453	1883
"CTRL_393.2"	"CTRL"	1877	2479	916	2937	2502	2115	1270	2533	2340	862	1540	1148	4874	2030	3629	1202
"CTRL_393.3"	"CTRL"	995	976	609	1582	808	1613	1974	1423	1452	619	1045	2144	1147	809	514	24
"CTRL_422"	"CTRL"	3287	4203	1476	4166	3438	4523	3408	4363	5428	2733	4108	3447	6342	3476	4372	6664
"CTRL_422.1"	"CTRL"	2719	3726	975	3290	2490	2939	2736	2788	4654	2533	4318	3732	10283	712	2599	3232
"CTRL_422.2"	"CTRL"	3520	4559	1659	4487	4340	4852	3046	3784	4078	3271	5415	4028	15648	4295	5298	7869
"CTRL_422.3"	"CTRL"	746	783	511	1068	903	860	877	1059	829	524	652	405	1309	750	386	761
"CTRL_464"	"CTRL"	2348	2644	873	2676	2076	2718	1913	1994	1528	1162	1575	971	14612	2249	2355	1278
"CTRL_464.1"	"CTRL"	1343	1872	1101	2892	2474	2461	2542	2366	1861	1348	1361	1261	3593	1078	496	1100
"CTRL_464.2"	"CTRL"	1709	1922	449	1874	1508	1680	1121	1511	2056	1213	1988	2169	4682	3247	1388	1406
"CTRL_464.3"	"CTRL"	565	707	225	589	455	472	772	542	915	369	492	312	2389	55	143	244
"CTRL_5"	"CTRL"	2287	2971	981	2907	2234	2986	2827	2223	2550	1657	2022	1854	6830	2636	3142	2853
"CTRL_5.1"	"CTRL"	1350	1867	1281	3850	2921	3191	2369	2752	1635	897	1947	1838	683	564	1212	690
"CTRL_5.2"	"CTRL"	3395	3856	2732	8424	5959	6107	4586	5636	6142	3259	6199	6608	16187	4810	2868	3372
"CTRL_5.3"	"CTRL"	1551	1444	929	2355	1919	1751	1973	1599	1932	810	1778	1473	2602	982	1190	920
"CTRL_520"	"CTRL"	2139	2370	1153	3332	2824	3173	3153	3107	1813	2056	1510	1939	3304	1530	3424	2832
"CTRL_520.1"	"CTRL"	1407	1607	662	1895	1697	1723	1597	1516	1270	930	1311	1006	5603	726	1998	1061
"CTRL_520.2"	"CTRL"	1941	2588	833	2317	2233	2957	1720	1607	3066	1381	1360	670	1116	314	2079	2461
"CTRL_520.3"	"CTRL"	1321	1450	440	1604	1298	1320	1100	1359	1847	1417	1409	1636	1451	1767	592	514
"CTRL_578"	"CTRL"	2126	2278	634	2215	1801	1561	1466	1422	2841	1751	3582	1812	7118	1172	807	310
"CTRL_578.1"	"CTRL"	972	905	341	1160	1062	1788	1184	1008	2338	1165	1356	1707	143	293	629	6
"CTRL_578.2"	"CTRL"	3065	3786	2229	5901	3776	4632	4371	4309	3623	1980	3163	4164	1630	1632	3515	2667
"CTRL_578.3"	"CTRL"	1539	2052	603	2137	1649	2286	1692	1559	1650	1592	1061	1579	3914	1442	1021	540
"CTRL_579"	"CTRL"	1896	2382	1218	4047	2751	2144	2277	2868	2495	1881	2469	2942	2593	362	1832	96
"CTRL_579.1"	"CTRL"	2023	2567	741	2068	1520	1727	1611	1839	3139	952	1778	1418	7325	1458	1764	1338
"CTRL_579.2"	"CTRL"	1833	2115	927	3255	2088	1724	1888	1815	3203	951	1754	1480	3310	1601	2369	2567
"CTRL_579.3"	"CTRL"	838	984	483	1165	720	1336	968	1540	582	337	635	462	1109	372	1091	464
"CTRL_610"	"CTRL"	2331	2376	826	3191	2199	2519	2269	2399	3287	1444	1544	1514	6307	1649	1278	906
"CTRL_610.1"	"CTRL"	1128	1490	325	965	877	1310	1179	855	1011	425	591	577	2721	1327	962	803
"CTRL_610.2"	"CTRL"	2850	3421	1279	3457	2896	4036	3305	3660	6298	3749	6197	6170	9127	4325	2026	1987
"CTRL_610.3"	"CTRL"	1102	1541	617	1822	1575	1966	1495	1390	2092	796	1032	1218	376	421	914	1589
"CTRL_62"	"CTRL"	3402	3861	1548	5807	3112	4753	3444	4560	3332	1363	3347	2462	9802	2796	4540	1589
"CTRL_62.1"	"CTRL"	1361	1666	860	2804	2127	2443	2808	1897	2064	1116	872	1246	768	878	1098	1450
"CTRL_62.2"	"CTRL"	1642	2112	1089	2919	2370	2983	2665	2839	1093	478	861	1196	3110	667	1596	2067
"CTRL_62.3"	"CTRL"	2013	2450	879	2438	1937	2507	2009	2131	2119	1383	3296	2827	1033	955	2516	4544
"CTRL_673"	"CTRL"	827	980	510	1097	740	1231	1207	961	1393	893	781	888	1011	389	2387	1893
"CTRL_673.1"	"CTRL"	1775	2261	962	3218	1833	3008	2235	2843	2613	1451	2352	1720	856	832	855	484
"CTRL_673.2"	"CTRL"	1965	2132	623	1812	1327	1987	1090	1376	2095	773	1417	1524	4297	2300	2353	1093
"CTRL_673.3"	"CTRL"	777	1052	342	1286	695	666	733	872	1085	765	1411	1042	1135	426	2007	291
"CTRL_678"	"CTRL"	2008	2667	625	2485	1783	2240	1863	1998	2576	1168	2596	2238	3223	1033	1693	633
"CTRL_678.1"	"CTRL"	2072	2355	1008	3360	2572	3110	2347	1995	2125	717	1432	1529	1058	2318	1737	679
"CTRL_678.2"	"CTRL"	1600	2020	520	2050	1470	1320	942	1778	1587	1032	1857	1458	8419	4169	926	1914
"CTRL_678.3"	"CTRL"	400	548	159	731	383	402	355	129	831	273	597	148	915	78	149	550
"CTRL_683"	"CTRL"	2635	3062	1658	3772	3611	4235	3084	3808	4296	1839	2677	3847	10109	5907	1426	1063
"CTRL_683.1"	"CTRL"	985	1363	647	1287	1167	1369	1024	1850	1129	960	521	884	1391	43	1001	150
"CTRL_683.2"	"CTRL"	1614	1764	705	2067	2208	2056	2143	2341	1059	574	1662	948	1488	969	1837	4381
"CTRL_683.3"	"CTRL"	1291	1706	612	1642	1151	1266	1188	1577	2029	1376	1643	1011	2006	1013	678	31
"CTRL_694"	"CTRL"	3207	3257	2264	5534	4673	5613	4834	4867	4296	3314	5364	4984	16672	4450	2977	3452
"CTRL_694.1"	"CTRL"	1566	1829	709	2534	2077	2400	2212	1487	2509	1365	1776	1757	3305	524	361	943
"CTRL_694.2"	"CTRL"	1485	1862	817	2336	2251	2699	2699	3601	1635	1102	1389	1136	1651	1005	1688	1439
"CTRL_694.3"	"CTRL"	1928	2247	1116	4430	2619	3605	3882	3091	2930	1404	2455	2272	3588	1229	1477	2772
"CTRL_697"	"CTRL"	1624	1823	604	1953	1291	1738	1578	2053	1513	725	1129	2273	923	1035	1120	898
"CTRL_697.1"	"CTRL"	845	874	378	987	891	1128	1263	1795	1909	1668	2673	3238	1316	92	177	149
"CTRL_697.2"	"CTRL"	2379	3192	1023	3099	2272	3268	2270	2456	1907	1993	3356	3113	2307	2159	1985	1204
"CTRL_697.3"	"CTRL"	1530	1517	591	1722	1144	1687	2021	1541	825	359	1159	712	206	255	1938	756
"CTRL_730"	"CTRL"	1637	1919	810	3279	2262	2164	1950	2122	2300	2165	1450	2048	5210	2271	2073	854
"CTRL_730.1"	"CTRL"	1888	2244	683	2973	1884	2191	1506	2465	1196	979	1144	1134	2390	1956	1750	687
"CTRL_730.2"	"CTRL"	2008	2204	1295	4993	2950	3815	3815	3929	2757	1538	3714	3245	3680	2808	931	310
"CTRL_730.3"	"CTRL"	1339	1257	499	1543	1274	1683	986	1351	596	388	427	605	4916	740	2828	519
"CTRL_752"	"CTRL"	2226	2262	1539	3702	3114	3065	3060	3619	2479	1013	1189	1794	2125	1469	1173	1707
"CTRL_752.1"	"CTRL"	1514	1634	525	1952	2098	2123	1945	1889	1298	643	1054	1084	6457	583	2009	2280
"CTRL_752.2"	"CTRL"	1831	2196	600	2371	1494	1418	1368	1543	1402	1140	1267	1471	1561	1240	1835	2555
"CTRL_752.3"	"CTRL"	1369	1452	950	2574	1929	2715	2868	3320	1509	1350	1323	1217	2561	2204	1045	1204
"CTRL_756"	"CTRL"	2188	3016	1330	3199	3257	2897	2578	2206	4511	1942	5352	4540	5776	1035	1777	1292
"CTRL_756.1"	"CTRL"	2325	2532	1203	3859	2813	2957	2229	3931	2512	1475	2438	1933	5829	1301	3721	4665
"CTRL_756.2"	"CTRL"	1649	1699	415	1438	1104	1177	757	1155	1184	480	919	754	6727	3305	1067	111
"CTRL_756.3"	"CTRL"	709	1135	397	1100	912	1188	890	1055	527	454	420	375	2623	297	2659	156
"CTRL_769"	"CTRL"	2825	3446	1100	3428	3087	4017	2408	2363	7890	3257	5843	6253	11513	4246	2119	3222
"CTRL_769.1"	"CTRL"	1788	2030	873	2042	2117	2025	1434	1930	1867	1277	2088	1741	1260	426	1085	2335
"CTRL_769.2"	"CTRL"	1754	1946	1739	2131	1375	1923	1781	1870	1744	1833	1959	3801	6846	2610	1253	3780
"CTRL_769.3"	"CTRL"	1213	1716	863	3219	2359	2830	1712	2149	2570	2301	2057	1773	1112	650	1103	238
"CTRL_773"	"CTRL"	1786	1821	828	2549	1440	2832	1922	2611	2233	1260	1896	1192	9706	2316	1180	3197
"CTRL_773.1"	"CTRL"	1852	2368	1145	5277	3187	3338	3734	3115	3164	1867	3446	2610	803	1430	1228	2465
"CTRL_773.2"	"CTRL"	1433	1549	852	2834	1768	1796	1702	1847	1405	655	1220	1285	3835	500	671	761
"CTRL_773.3"	"CTRL"	273	247	75	323	177	251	162	39	51	62	7	48	420	39	318	0
"CTRL_778"	"CTRL"	1560	1621	612	2246	1400	2156	2114	1347	1950	1050	2831	1032	323	257	689	308
"CTRL_778.1"	"CTRL"	1198	1269	554	1309	1039	1077	434	1666	432	385	310	535	1064	535	347	455
"CTRL_778.2"	"CTRL"	2020	2515	1131	4099	2351	4071	3134	3618	2581	1636	1986	1707	3495	1930	2155	311
"CTRL_778.3"	"CTRL"	1323	1316	1096	3474	2144	2672	3663	3565	791	564	461	493	411	36	1373	181
"CTRL_780"	"CTRL"	2032	2969	581	1813	1506	1838	1328	1853	1907	1542	2816	2712	10075	5129	2828	6029
"CTRL_780.1"	"CTRL"	1221	1362	1012	3937	2583	3457	2483	2438	904	539	564	1415	26	1024	1237	412
"CTRL_780.2"	"CTRL"	1440	1816	798	2383	1949	1711	1650	2369	1763	1411	2868	1225	4479	1763	1348	1694
"CTRL_780.3"	"CTRL"	1694	1935	641	2278	1631	2380	2031	2594	1369	1067	1343	1786	7775	1880	1008	758
"CTRL_795"	"CTRL"	2255	2917	1661	4348	3071	3369	3578	3859	2686	1731	3912	2128	7585	1459	1340	1782
"CTRL_795.1"	"CTRL"	1312	1593	371	1121	1064	1002	958	876	3104	1608	1886	3901	4108	1602	3019	1425
"CTRL_795.2"	"CTRL"	2264	2489	929	2790	2548	3247	2698	2140	3725	3677	4544	3222	7554	1910	2845	4608
"CTRL_795.3"	"CTRL"	956	1201	322	835	761	828	635	1144	1159	494	980	587	2169	253	510	525
"CTRL_844"	"CTRL"	3674	4261	1782	7691	4643	6174	5694	5159	4225	2319	4329	2772	4965	919	2386	1572
"CTRL_844.1"	"CTRL"	1533	1488	558	1592	1466	1363	1465	1531	2708	653	1119	2132	3836	283	1169	2587
"CTRL_844.2"	"CTRL"	2913	3568	1124	5114	3590	4735	3070	4905	5877	2460	3926	3995	5666	2052	2689	3615
"CTRL_844.3"	"CTRL"	1177	1411	373	1112	1048	1452	876	1132	1367	932	1574	935	1542	268	598	1380
"CTRL_848"	"CTRL"	2447	2854	733	2902	2591	2943	2249	2676	2406	1162	2100	1373	2212	2138	1667	197
"CTRL_848.1"	"CTRL"	1278	1231	649	1453	1459	1607	1069	1414	1714	1112	1562	1044	1334	206	279	206
"CTRL_848.2"	"CTRL"	2371	2805	1222	2856	2781	3055	3173	3418	1411	1170	2787	1614	4335	1310	3918	1421
"CTRL_848.3"	"CTRL"	671	915	505	2230	1006	1464	1525	1681	396	338	663	730	4073	1113	308	702
"CTRL_851"	"CTRL"	2889	3414	1297	4617	3006	3872	4074	3512	4091	1875	2585	2148	12906	6829	2014	2849
"CTRL_851.1"	"CTRL"	1582	2041	957	3414	1902	2331	2626	2290	1597	1265	1321	1904	3435	786	4668	1260
"CTRL_851.2"	"CTRL"	3089	4082	971	1968	2549	2796	1662	2321	3402	2364	4610	3165	20622	3217	3870	6354
"CTRL_851.3"	"CTRL"	1254	1666	942	2170	2042	2019	2238	2186	1147	691	688	561	6960	91	1439	3879
"CTRL_865"	"CTRL"	1470	1459	395	1252	996	1016	518	1197	1041	562	745	956	790	511	1012	73
"CTRL_865.1"	"CTRL"	1046	1345	721	1398	1195	1324	1706	1781	1014	1060	836	704	1598	473	1648	187
"CTRL_865.2"	"CTRL"	1765	2274	847	2157	1437	1661	2001	1771	1146	726	1028	1689	5500	3388	2110	2667
"CTRL_865.3"	"CTRL"	578	724	234	729	449	481	507	638	762	212	407	509	1832	424	177	280
"CTRL_899"	"CTRL"	1568	1626	616	2200	1598	2189	1664	1554	757	718	733	838	308	357	644	79
"CTRL_899.1"	"CTRL"	952	1109	380	1251	767	770	695	1411	945	660	421	494	1549	804	515	1311
"CTRL_899.2"	"CTRL"	2875	3446	1345	4443	2843	3317	2819	2713	2848	2126	3049	3028	5158	2725	6744	6669
"CTRL_899.3"	"CTRL"	2229	2897	1440	4742	3166	2904	2889	4626	5044	2201	3278	4121	7524	1639	1277	488
"CTRL_903"	"CTRL"	2157	2625	1127	3868	1673	2251	2649	2335	1355	876	1432	1253	1426	2141	1953	353
"CTRL_903.1"	"CTRL"	1360	1539	910	2727	2095	2523	1874	2077	2051	1023	990	1852	580	251	1274	416
"CTRL_903.2"	"CTRL"	3248	4658	1548	4378	3665	4783	3211	4119	2832	1976	2644	3250	4469	1834	1604	4446
"CTRL_903.3"	"CTRL"	1842	2001	849	2162	2104	3001	3104	2764	957	1013	1132	1183	1210	502	483	546
"CTRL_917"	"CTRL"	2360	2721	1014	3158	2321	3085	2806	2845	2365	1672	1874	2280	5544	933	1957	1194
"CTRL_917.1"	"CTRL"	1485	1613	782	2250	2463	2717	2154	2459	2434	540	993	978	6468	1292	2201	723
"CTRL_917.2"	"CTRL"	1521	2111	825	2893	2489	2114	2234	1801	2173	1169	1396	1838	941	678	4441	2531
"CTRL_917.3"	"CTRL"	2605	2707	900	3557	2766	3218	3293	2778	2835	1275	3187	2216	7350	1250	1605	2997
"CTRL_929"	"CTRL"	2119	2568	1157	3588	2888	2952	2303	2401	2630	1913	2171	1241	6445	2458	1978	1046
"CTRL_929.1"	"CTRL"	1057	1467	730	1641	948	2050	1303	1276	1685	1489	1870	1674	497	226	335	501
"CTRL_929.2"	"CTRL"	2378	2899	1364	3787	2750	3328	2439	3610	3003	1605	2098	1415	4028	3712	4080	845
"CTRL_929.3"	"CTRL"	633	758	310	1226	1029	1216	652	789	1549	971	1354	1375	365	90	604	647
"CTRL_968"	"CTRL"	1593	1782	503	2072	1328	1346	1205	1051	1857	946	2467	1879	1824	1189	4401	5873
"CTRL_968.1"	"CTRL"	2135	2062	1289	4258	2805	4043	4146	4729	3593	1292	5753	3289	2347	450	1742	460
"CTRL_968.2"	"CTRL"	2654	3132	1209	3386	2731	3300	3019	2472	2834	1192	3274	2470	5183	2377	712	1470
"CTRL_968.3"	"CTRL"	1147	1263	870	1996	1192	1368	1234	1058	839	920	731	1380	4964	954	1143	819
"CTRL_98"	"CTRL"	2497	2674	1707	4077	3065	3542	2881	3125	3189	1778	2726	2025	3433	1081	1775	4630
"CTRL_98.1"	"CTRL"	2411	2769	1272	3609	3135	3267	3150	2593	3829	1853	3036	2519	4734	1926	2702	1693
"CTRL_98.2"	"CTRL"	3081	3996	2245	5952	4868	5334	4809	4236	5324	2799	6614	3984	11383	5328	1811	244
"CTRL_98.3"	"CTRL"	851	1095	376	1058	1191	1151	876	681	1168	1465	1206	1931	618	218	581	350
"CTRL_993"	"CTRL"	1076	1364	762	2041	1087	1660	1260	1356	1225	401	474	506	224	305	538	735
